course_code,prof_id,summary,metadata
CHM135,3066335.0,Professor D'eon was very enthusiastic about the chemistry department and chm135. She made it exciting to learn and easy to pay attention. I really appreciated how much she cared about being fair to students and actually helping them succeed.,"Course: CHM135
Professor ID: 3066335
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CHM136,2217145.0,Professor ID: 2217145Professor Quality: 4.8; Difficulty: 2.4; Grade Mode: A. She is very helpful in answering questions and you rarely feel lost in her lectures. She's very enthusiastic about the concepts she teaches which keeps you engaged during lectures.,"Course: CHM136
Professor ID: 2217145
Avg Quality: 4.8
Avg Difficulty: 2.4
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CHM136,2888435.0,"She seems nice, but goes super fast. She forgets that all content is new to us and so if you ask her a question she doesn't really answer it. She's not bad enough for you to fail (if you do hw), but worse than the other 2 profs","Course: CHM136
Professor ID: 2888435
Avg Quality: 1.8
Avg Difficulty: 3.6
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
CHM136,3022845.0,"Kylie Luska and his problem set were the reasons why I got straight 90s in this class. He might be the best prof in university. His explanations were thorough, and he taught at a study pace. He really seems passionate about the material he teaches.","Course: CHM136
Professor ID: 3022845
Avg Quality: 5.0
Avg Difficulty: 2.7
Thumbs Up: 2
Thumbs Down: 0
Grade Mode: Not sure yet"
CHM151,2217145.0,Prof Rousseaux is truly one of the best prof for chem out there. She is able to teach organic reactions and mechanisms that may be very daunting with much ease and clarity. Her lectures are really engaging and she gives you a strong sense of what is going to happen.,"Course: CHM151
Professor ID: 2217145
Avg Quality: 4.86
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CHM197,2914151.0,Very understand and helpful. Gives great feedback and readings are included but not anything too heavy or tedious. Course: CHM197. Professor ID: 2914151. Professor Name: Michael.,"Course: CHM197
Professor ID: 2914151
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CHM220,2953267.0,"It is possible to do well, but you are going to need to learn everything yourself. Miller wrote his own textbook but it's more of a history lesson/monologue. Tests are very math-heavy, given that he's never worked through a single problem in lectures.","Course: CHM220
Professor ID: 2953267
Avg Quality: 1.33
Avg Difficulty: 4.33
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Not sure yet"
CHM242,3084231.0,"This professor is a disaster; she covers topics not covered in previous chapter 242, and it is so hard. Barely any practice was given, and the tests were almost complete surprises. Just avoid her at all costs.","Course: CHM242
Professor ID: 3084231
Avg Quality: 1.12
Avg Difficulty: 4.88
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CHM247,2217145.0,"Professor ID: 2217145. Course: CHM247. Professor ID: 2317145; Course name is CHM 247. Course title is CHm247. Course name means ""Charmaine"" in French.","Course: CHM247
Professor ID: 2217145
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B+"
CHM343,2217145.0,Amazing prof. Enjoyed her class so much. Her lectures are very inspiring and you can see her enthusiasm for teaching organic chemistry. One of my favourite profs. Course: CHM343. Professor ID: 2217145.,"Course: CHM343
Professor ID: 2217145
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CHM373,3084231.0,"Dr. Hargrove was the final nail in the coffin in changing my decision to pursue a masters at UofT. This was my lowest grade out of all the courses I took in uni. Not because the content was hard, but because she cannot teach and is unintelligent and lazy.","Course: CHM373
Professor ID: 3084231
Avg Quality: 1.09
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CHM419,2914151.0,His classes are heavily lecture focused. He doesn't use the textbook for reading and his slides are just graphs/photos. But his exams are conceptual and focus less on calculations. Good lecturer and learned a lot!,"Course: CHM419
Professor ID: 2914151
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
CHM446,2225174.0,I've never learned more from a lecturer. I truly feel inspired to learn. A very tolerable austrailian man. Course: CHM446.Professor ID: 2225174.,"Course: CHM446
Professor ID: 2225174
Avg Quality: 5.0
Avg Difficulty: 3.5
Thumbs Up: 1
Thumbs Down: 1
Grade Mode: B+"
CIN210,2952789.0,Dr. Reese has made CIN210 a very fun and engaging class. She's very passionate on what she's teaching and clearly wants to help her students the best she can. Her personality is very bright and makes the class feel very welcoming.,"Course: CIN210
Professor ID: 2952789
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
CIN230,2696905.0,"Professor Nayman is a film critic himself, and thus very knowledgeable about the topics at hand. He provides an in depth analysis on both the readings and lecture materials, and is more than understanding when things come up. He's also very kind and understanding.","Course: CIN230
Professor ID: 2696905
Avg Quality: 4.75
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CIN301,2469039.0,"Prof Richmond has an amazing charm. He is hilarious, insightful and really lenient with deadlines. He understands and retaliates against the capitalist structure of university. However, the content explored within this class was very complex, and therefore needed more clarification and organization.","Course: CIN301
Professor ID: 2469039
Avg Quality: 3.0
Avg Difficulty: 5.0
Thumbs Up: 2
Thumbs Down: 0
Grade Mode: B"
CIN320,2237040.0,"I really enjoyed my class with him! We watched a lot of great, classic movies, and his lectures were always engrossing. He's a pretty easy marker and clear about his expectations.","Course: CIN320
Professor ID: 2237040
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
CIN340,2896559.0,"Easily one of the most engaging professors I have had. She's incredibly passionate about what she teaches, really knows her stuff. Super helpful (best to speak in person) both in class and out of class.","Course: CIN340
Professor ID: 2896559
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CIN352,2696905.0,"Professor is easy to follow, super engaging and passionate. His analysis of the Coen Brother's films is incredible. His classes are fun, and interesting and make you think deeply about movies you have probably seen before.","Course: CIN352
Professor ID: 2696905
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
CIN378,2237040.0,Prof. Zambenedetti is one of the best Professors I ever had. His assignments are straight forward and he's easy to approach. Sadly when I took his course it was in the middle of a pandemic so his course had to be online.,"Course: CIN378
Professor ID: 2237040
Avg Quality: 5.0
Avg Difficulty: 1.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CIV100,2216662.0,"very good and capable prof, gives out clear answer for any question you may have. An extremely helpful prof. his office hours are fantastic. His lectures are good. Course: CIV100.","Course: CIV100
Professor ID: 2216662
Avg Quality: 4.5
Avg Difficulty: 2.5
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Not sure yet"
CIV100,3029036.0,Spends a lot of time supporting and helping his students. Teaches us not just CIV100 content but also how to study more effectively. Prof Luis has the best energy out of any professors I ever had.,"Course: CIV100
Professor ID: 3029036
Avg Quality: 5.0
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
CIV100,3050855.0,"I was able to learn the course material very well thanks to Professor Ardilla's detailed lectures and attention to detail. He would hold review sessions when he felt the class was falling behind on course content, and was very engaging throughout the semester. If you have Professor Ardillas as your mechanics teacher, you are in good hands.","Course: CIV100
Professor ID: 3050855
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B+"
CIV324,3089275.0,"The marking scheme lacked clarity, and we didn't get solutions to understand mistakes. Before the midterm, he left for a research trip with little notice, making it hard to reach him. The professor tried to teach well, but the course had issues.","Course: CIV324
Professor ID: 3089275
Avg Quality: 2.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B+"
CLA160,3108624.0,"Great Prof! Lectures were engaging and fun. Very understanding with extensions and feedback on assignments was very clear. I'd love to take another of his classes. Definitely lecture and reading heavy, but I took this as a summer course.","Course: CLA160
Professor ID: 3108624
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CLA204,2244938.0,"She's a fun prof. But lectures can sometimes drag on. She also seems to have a script that she reads off of from time to time. Decent class overall, just gotta show up to class.","Course: CLA204
Professor ID: 2244938
Avg Quality: 4.0
Avg Difficulty: 3.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: B+"
CLA204,2952866.0,"He grades fairly, but oh my, his classes are boring. He just assigns us chapters to read and then doesn't post anything online. Doesn't seem like the kind to care about his job or students, which is kinda sad.","Course: CLA204
Professor ID: 2952866
Avg Quality: 2.6
Avg Difficulty: 2.9
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CLA204,3108625.0,Amazing Prof. I would love to take another one of her courses. She was easily accessible outside class and very caring of her students. I had a bit of trouble with the writing prompts and felt that the grading criteria was a little complex.,"Course: CLA204
Professor ID: 3108625
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CLA230,3066081.0,"Lectures were disorganized and difficult to follow. Reading seemed abstruse for an introductory history class. He was generally nice in person, but the feedback he gave online was sometimes rude or passive-aggressive.","Course: CLA230
Professor ID: 3066081
Avg Quality: 2.0
Avg Difficulty: 3.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
CLA231,3079021.0,"One of the best profs I've had. She made difficult material easy to follow and really encouraged us to think critically for ourselves. She was always happy to help outside class Really inspiring, she knows history inside out.","Course: CLA231
Professor ID: 3079021
Avg Quality: 5.0
Avg Difficulty: 2.6
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CLA233,2952866.0,"His self-depreciating sense of humour is very relatable. His lectures are very easy to follow despite being packed with information. Some slides are unorganized and he doesn't explain thing very clearly, but he's a nice guy.","Course: CLA233
Professor ID: 2952866
Avg Quality: 3.5
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
CLA363,2808537.0,"Extremely knowledgeable and happy to answer students' questions. He tends to get distracted from the lecture topic and rush at the end, but the sheer amount of information he shares makes up for it. Shares historic examples and critical thought explanations frequently.","Course: CLA363
Professor ID: 2808537
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Incomplete"
CLA386,2244938.0,Caitlin is by far the BEST prof. The course was really fun and she was very passionate about the content. Discussions were very fun and if you ask for help SHE WILL take the time and help you.,"Course: CLA386
Professor ID: 2244938
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CLA387,2874725.0,"If you have a chance to take a class with Dr. Amiro, you'd be doing yourself a disservice by not taking it. She's the best prof I've had yet.","Course: CLA387
Professor ID: 2874725
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CLA389,2808537.0,Dr. Castellano was a wonderful professor!! He's super knowledgeable and has a very clear and easy to follow way of teaching that you don't often get with other professors. His PowerPoints are easy to following and class lectures and discussions add supplement information.,"Course: CLA389
Professor ID: 2808537
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CLT378,2908477.0,"This class single-handedly made me realize I don't care about Irish history. The essays weren't bad & he gave us all the resources. But the final took me 7 full days, during which I sat in my room in pjs.","Course: CLT378
Professor ID: 2908477
Avg Quality: 4.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
COG250,3021696.0,Professor Miller made attending class consistently very easy. He was incredibly engaging and truly did care for the well-being of students in his class. He made sure tests and assignments were graded fairly.,"Course: COG250
Professor ID: 3021696
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
COG342,2927259.0,Professor is very engaging and truly cares about the material. It takes a bit to get used to the way he teaches (he goes on a lot of random tangents) The course did not have a really heavy workload (a lot of reading though),"Course: COG342
Professor ID: 2927259
Avg Quality: 4.5
Avg Difficulty: 2.5
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Not sure yet"
COG345,3021696.0,"Professor Miller is a really engaging and fun lecturer. His lectures are super engaging and well-structured. His tests and essays are graded fairly, there are no surprises or unreasonable expectations. His course was one of the best I've taken at UofT.","Course: COG345
Professor ID: 3021696
Avg Quality: 5.0
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
COG402,2927259.0,I loved the COG402 Seminar! I learned such interesting concepts and terms that gave me a transformative learning process. Alex was a kind and understand instructor that always had time to provide feedback and accessibility.,"Course: COG402
Professor ID: 2927259
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
COMM122,2147830.0,Awesome prof. Attend lectures but study textbook on own time. Course: COMM122 grotesquely. Professor ID: 2147830 grotesquelyProfessor ID:2147830 atrociously. Prof ID: 2137830.,"Course: COMM122
Professor ID: 2147830
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
COP345,2582073.0,"Very good teaching homework. Good amount for 2 weeks. Course: COP345. Professor ID: 2582073. Course name: ""COP345"" Course title: "" COP345"" Class size: 8.5.","Course: COP345
Professor ID: 2582073
Avg Quality: 4.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Incomplete"
COS123,2582073.0,"Professor ID: 2582073. Course: COS123. Professor: ""Pog""? For real, what does Pog even mean? ""COS123"" is an acronym for ""Cerebralosophicosophy""","Course: COS123
Professor ID: 2582073
Avg Quality: 1.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: F"
CRI210,2939722.0,Professor Watson is the best prof i've had at UofT. Don't know why he's so hated on RateMyProf. CRI210 gotta be the best course at this school.,"Course: CRI210
Professor ID: 2939722
Avg Quality: 2.67
Avg Difficulty: 3.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CRI350,2939722.0,"The TA was a saving grace for this course since I still ended up with an 80+. The readings are long and the lectures don't have much to do with the assignments themselves. Bizarre assignment guidelines with no rubrics. Talks at length about irrelevant topics, brags about his own research.","Course: CRI350
Professor ID: 2939722
Avg Quality: 2.0
Avg Difficulty: 3.8
Thumbs Up: 3
Thumbs Down: 0
Grade Mode: A-"
CRI390,3086385.0,"She is the toughest marker ever, and so not helpful. You email her she doesn't reply for weeks and weeks like 3 weeks. She is such a unfair and harsh grader. Even if you put your all you will get low 70s.","Course: CRI390
Professor ID: 3086385
Avg Quality: 1.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CRI428,2939722.0,Watson is very anti-cop and openly shares his beliefs and opinions in a pessimistic and passive-aggressive manner. He is very knowledgeable about his field of study and is generally friendly and easy-going. I recommend giving him another shot if you had him in a bigger class and weren't sure.,"Course: CRI428
Professor ID: 2939722
Avg Quality: 3.0
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
CRI493,2953306.0,"Prof King is one of the best instructors I've had a chance to learn from. He's humble, accommodating, equitable, and has always been a great person to talk with. I highly recommend taking his classes and to disregard the false rating given for CRI214.","Course: CRI493
Professor ID: 2953306
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CSA100,2704972.0,"Great prof, knows how to teach. Very helpful and class average is quite high. But you will have to attend his classes or you will definitely fail. His lack of care for students is utterly astounding and ignores students.","Course: CSA100
Professor ID: 2704972
Avg Quality: 3.0
Avg Difficulty: 4.5
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
CSB331,2334435.0,I feel like he talks a lot but not much is said. Sometimes the lecture feels repetitive or like most of the content is barely schemed. He loves a long awkward silence after he asks questions and won't resume lecture until someone answers it. He genuinely wants his students to do well and is always willing to answer questions.,"Course: CSB331
Professor ID: 2334435
Avg Quality: 4.3
Avg Difficulty: 3.9
Thumbs Up: 2
Thumbs Down: 0
Grade Mode: Not sure yet"
CSB349,2894879.0,Prof Sarpal is an exceptional lecturer and a nice person. Seems nice but reads off the slides for 3 hours but forces you to be there with a participation code Explains concepts very well and at a very manageable pace.,"Course: CSB349
Professor ID: 2894879
Avg Quality: 4.2
Avg Difficulty: 2.4
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
CSB350,2901082.0,"Although this course was an unpleasantly heavy workload, the lectures were fine and the content was interesting. The practical components of the course were discussed relatively well in lecture. The purpose of many experiments was left for us to come to understand by ourselves.","Course: CSB350
Professor ID: 2901082
Avg Quality: 4.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CSB490,2901082.0,I don't recommend this guy's classes as the grading is harsh and he is very vague with the feedback he is giving. Course: CSB490. Professor ID: 2901082.,"Course: CSB490
Professor ID: 2901082
Avg Quality: 2.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
CSB491,2901084.0,"Professor ID: 2901084. Course: CSB491. Professor ID:2901082. Course name: CSb491. Course title: ""CSB491,"" course name: ""CBSB491"", course title: CSb491, course size: 2.5.","Course: CSB491
Professor ID: 2901084
Avg Quality: 2.0
Avg Difficulty: 3.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B+"
CSC001,3056717.0,"Awesome lecture, would take this course again! Tech nerds be aware because this man can dismantle your entire case study if he wanted to- an absolute legend. The Content Reviews in this course was really difficult, Yet the Prof Rahbar was able to simplify them in a way the whole class was able. He is amazing and most of the mark of his course is for the project and the","Course: CSC001
Professor ID: 3056717
Avg Quality: 5.0
Avg Difficulty: 2.67
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CSC108,1758344.0,"Teaches basic CS in the most intuitive and experimentation way possible. Super lenient with deadlines and makes the lectures very beginner friendly. A bit late to review, I took a class with him while he still had his flowing locks on his head.","Course: CSC108
Professor ID: 1758344
Avg Quality: 5.0
Avg Difficulty: 2.25
Thumbs Up: 1
Thumbs Down: 1
Grade Mode: Unknown"
CSC108,1844700.0,"Before taking his course I didn't know a thing about programming. Very helpful, cool website. Course: CSC108. Professor ID: 1844700Professor ID:1844700Avg Quality: 5.0; Difficulty: 3.0.","Course: CSC108
Professor ID: 1844700
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
CSC108,2725832.0,This person is unfriendly. Has attitude problems towards students and is definitily not qualified to teach any courses at any level. He waste time talking about his useless personal life which no students care about.,"Course: CSC108
Professor ID: 2725832
Avg Quality: 1.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
CSC108,2928830.0,"Dee is a good professor, explained all the content thoroughly. We used PCRS to learn the content first and then attended lectures where they would explain the content further. I feel as though being in their class helped me learn Python and algorithms.","Course: CSC108
Professor ID: 2928830
Avg Quality: 4.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 2
Grade Mode: A-"
CSC108,2931250.0,The content is very easy if you know java. Blud asks us questions and 50% of the time it seems like he doesn't know the answer himself. Luckily I already had some knowledge of cs as did many who stayed in his class.,"Course: CSC108
Professor ID: 2931250
Avg Quality: 2.6
Avg Difficulty: 2.4
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
CSC108,2931565.0,Lectures were very monotone. Very boring unfortunately. Avoid if possible. Course: CSC108 grotesquely. Professor ID: 2931565 grotesquely professor ID:2931565.,"Course: CSC108
Professor ID: 2931565
Avg Quality: 1.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CSC108,2965106.0,"Professor ID: 2965106. Course: CSC108. Professor: ""CSC108 is a course on how to use the Internet to improve your life"" Professor: 'CSC 108 is a Course on How To Use The Internet to Improve Your Life'","Course: CSC108
Professor ID: 2965106
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
CSC108,2972775.0,"Why does this queen not have any reviews??? the cs profs are generally amazing, but angela is a queen. Course: CSC108. Professor ID: 2972775. Average Quality: 5.0. Average Difficulty: 3.0%.","Course: CSC108
Professor ID: 2972775
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CSC108,2979688.0,"Professor Kim's lectures are chill. Funniest, most down to earth prof there is. He is a very chill professor and straight forward. I strongly recommend him if you want a fun but also knowledgeable experience. I went from absolutely hating computer science to actually liking it.","Course: CSC108
Professor ID: 2979688
Avg Quality: 4.78
Avg Difficulty: 2.33
Thumbs Up: 7
Thumbs Down: 0
Grade Mode: A"
CSC110,3036776.0,"Paul is an amazing professor! I had him for my first semester at UofT and even though it was his first semester too, his aptitude for teaching and creating a great learning environment consistently shone through. I would recommend Paul to anyone looking to take CSC110!","Course: CSC110
Professor ID: 3036776
Avg Quality: 4.89
Avg Difficulty: 2.33
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
CSC148,2896718.0,Ian Berlot Attwell is one of the best profs I have ever met. His presence in the class makes even the most boring subjects interesting. The first time I actually cared about learning in a class rather than grades LOL.,"Course: CSC148
Professor ID: 2896718
Avg Quality: 5.0
Avg Difficulty: 2.5
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A"
CSC148,2930175.0,David is the best professor that I have met ever. He is nice and his lecture really worth attending. He himself is very skillful and knowledgeable in computer science. You can ask him almost any questions in cs.,"Course: CSC148
Professor ID: 2930175
Avg Quality: 5.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CSC148,2979688.0,"He explains things well and is good at answering questions. I think his lectures are really fun and great, especially if you are a beginner in learning computer science. Actually, participating in his lectures has sparked my passion for computer Science. I definitely recommend taking his lectures!","Course: CSC148
Professor ID: 2979688
Avg Quality: 4.5
Avg Difficulty: 3.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A"
CSC165,2045200.0,"Professor Abdallah Farraj is the best professor I met in my first year of university. He is patient with his students, and down-to-Earth kind of person, very approachable. Horrible class, but amazing prof.","Course: CSC165
Professor ID: 2045200
Avg Quality: 5.0
Avg Difficulty: 3.5
Thumbs Up: 3
Thumbs Down: 0
Grade Mode: A"
CSC165,2266598.0,"Her lectures are okay and alright to follow, but expect a lot of mistakes to pop up. She's the epitome of ""eh, ok"" kind of prof. She does not care for questions, she bolts out of the room as soon as the lecture is over.","Course: CSC165
Professor ID: 2266598
Avg Quality: 2.0
Avg Difficulty: 4.0
Thumbs Up: 13
Thumbs Down: 1
Grade Mode: A"
CSC180,2051735.0,Michael Guerzhoy is by far my favourite prof at uft. He would spend so much extra time after classes and during the weekend trying to help students out. He is the reason I want to study robo!!!!! Good prof.,"Course: CSC180
Professor ID: 2051735
Avg Quality: 5.0
Avg Difficulty: 3.25
Thumbs Up: 7
Thumbs Down: 0
Grade Mode: A-"
CSC207,1758344.0,Very enthusiastic professor with amazing lecture. Teaches in a way that you can participate and have back and forth discussions. 10/10 would take him again. course content is quite easy though Fall 2024 - Great lectures.,"Course: CSC207
Professor ID: 1758344
Avg Quality: 4.75
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
CSC207,3000221.0,"An awesome professor who really cares about the quality of the lectures and the students. She is very caring, and takes time to answer all the questions. Although there are some small errors in the quiz, she makes sure to fix them when it matters.","Course: CSC207
Professor ID: 3000221
Avg Quality: 4.67
Avg Difficulty: 2.5
Thumbs Up: 5
Thumbs Down: 0
Grade Mode: A+"
CSC209,2928830.0,CSC209's midterm required you to outright memorize material and their assignment was too vague and challenging. Assignments were too ambiguous with no clear direction on how to complete them. Lecture notes are unclear.,"Course: CSC209
Professor ID: 2928830
Avg Quality: 1.0
Avg Difficulty: 4.5
Thumbs Up: 4
Thumbs Down: 2
Grade Mode: Unknown"
CSC209,3036776.0,"Winter 2025 - Lectures were great. 3 assignments, 2 midterms, 1 exam, and weekly labs. Course: CSC209. Professor ID: 3036776. Course name: ""CSC209""","Course: CSC209
Professor ID: 3036776
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CSC236,2921120.0,"Professor ID: 2921120. Course: CSC236 - Introduction to the Theory of Computation. Will always respond to a question with ""Good question"", and properly takes the time to answer. Most of the learning happens in lecture.","Course: CSC236
Professor ID: 2921120
Avg Quality: 4.0
Avg Difficulty: 3.33
Thumbs Up: 2
Thumbs Down: 3
Grade Mode: A"
CSC2529,2954545.0,"One of the best professors I had! Taught the material in a simple and logical way. Exams were fair, assignments were fair and were designed to teach you the material well. Highly recommend!","Course: CSC2529
Professor ID: 2954545
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CSC2529,2978802.0,"Professor has informative lectures, although the content is difficult at times. He is nice and approachable. The assignments give you exposure to the concepts which help learn. However the amount of homework and project deliverable make the course very heavy!","Course: CSC2529
Professor ID: 2978802
Avg Quality: 4.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CSC258,2896504.0,"Ava's lecture pace is slightly fast, but considering that it is a 3 hour consecutive lecture, it is very well suited. She heavily encourages interaction, which definitely helped with my learning. The course is fantastic but unfortunately this instructor is dispassionate and borderline incomprehensible.","Course: CSC258
Professor ID: 2896504
Avg Quality: 2.0
Avg Difficulty: 3.0
Thumbs Up: 3
Thumbs Down: 0
Grade Mode: A+"
CSC263,2988134.0,"I really like the way this professor explains material. It would be really cool to take another course with him. Course: CSC263. Professor ID: 2988134. Course name is ""CSC263""","Course: CSC263
Professor ID: 2988134
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
CSC263,3001235.0,"Professor ID: 3001235. Course: CSC263. Professor ID:3001235Professor ID : 3001234. Course name: C SC263. Course title: ""CSC263"" Course name is ""C SC263"" Professor ID is ""3001234""","Course: CSC263
Professor ID: 3001235
Avg Quality: 5.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CSC263,3009699.0,"2 professors were available, and I would rather wake up to the other 9am than attend her section. Grading scheme was 4 term tests, and whenever she wrote them, she had a 50% class average. Tests were way too hard for a course that is 85% test based.","Course: CSC263
Professor ID: 3009699
Avg Quality: 2.17
Avg Difficulty: 4.17
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A-"
CSC300,2525004.0,I missed A but that was my fault. Lectures were great. Best part was connecting theory with application cases. The course is homework heavy. Dont take if want a light class.,"Course: CSC300
Professor ID: 2525004
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 4
Thumbs Down: 0
Grade Mode: A"
CSC300,2894380.0,"I took this course Winter 2023. Tutorials were mandatory, but you work in groups and the work was light. Overall the course was extremely interesting, I recommend it to everyone I know. The teaching team is accommodating and the prof was great.","Course: CSC300
Professor ID: 2894380
Avg Quality: 5.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
CSC303,2896718.0,"Ian goes to great lengths to ensure that everyone comprehends the subject matter, and he is incredibly supportive in addressing any questions one has. He really goes above and beyond to make his lectures interesting and entertaining, and above all educational.","Course: CSC303
Professor ID: 2896718
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 3
Thumbs Down: 0
Grade Mode: A"
